"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"23.09.2015","114,32","113,63","114,72","113,30","35,76M","0,81%"
"22.09.2015","113,40","113,38","114,18","112,52","50,35M","-1,57%"
"21.09.2015","115,21","113,67","115,37","113,66","50,22M","1,55%"
"18.09.2015","113,45","112,21","114,30","111,87","74,29M","-0,41%"
"17.09.2015","113,92","115,66","116,49","113,72","64,11M","-2,14%"
"16.09.2015","116,41","116,25","116,54","115,44","37,17M","0,11%"
"15.09.2015","116,28","115,93","116,53","114,42","43,34M","0,84%"
"14.09.2015","115,31","116,58","116,89","114,86","58,36M","0,96%"
"11.09.2015","114,21","111,79","114,21","111,76","49,92M","1,46%"
"10.09.2015","112,57","110,27","113,28","109,90","62,89M","2,20%"
"09.09.2015","110,15","113,76","114,02","109,77","85,01M","-1,92%"
"08.09.2015","112,31","111,65","112,56","110,32","54,84M","2,78%"
"04.09.2015","109,27","108,97","110,45","108,51","50,00M","-1,00%"
"03.09.2015","110,37","112,49","112,78","110,04","53,23M","-1,75%"
"02.09.2015","112,34","110,23","112,34","109,13","61,89M","4,29%"
"01.09.2015","107,72","110,15","111,88","107,36","76,85M","-4,47%"
"31.08.2015","112,76","112,03","114,53","112,00","56,23M","-0,47%"
"28.08.2015","113,29","112,17","113,31","111,54","53,16M","0,33%"
"27.08.2015","112,92","112,23","113,24","110,02","84,62M","2,94%"
"26.08.2015","109,69","107,08","109,89","105,05","96,77M","5,74%"
"25.08.2015","103,74","111,11","111,11","103,50","103,60M","0,60%"
"24.08.2015","103,12","94,87","108,80","92,00","162,21M","-2,50%"
"21.08.2015","105,76","110,43","111,90","105,64","128,28M","-6,12%"
"20.08.2015","112,65","114,08","114,35","111,63","68,50M","-2,05%"
"19.08.2015","115,01","116,10","116,52","114,68","48,29M","-1,28%"
"18.08.2015","116,50","116,43","117,44","116,01","34,56M","-0,56%"
"17.08.2015","117,16","116,04","117,65","115,50","40,88M","1,03%"
"14.08.2015","115,96","114,32","116,31","114,01","42,93M","0,70%"
"13.08.2015","115,15","116,04","116,40","114,54","48,54M","-0,08%"
"12.08.2015","115,24","112,53","115,42","109,63","101,69M","1,54%"
"11.08.2015","113,49","117,81","118,18","113,33","97,08M","-5,20%"
"10.08.2015","119,72","116,53","119,99","116,53","54,95M","3,64%"
"07.08.2015","115,52","114,58","116,25","114,50","38,67M","0,34%"
"06.08.2015","115,13","115,97","116,50","114,11","52,90M","-0,23%"
"05.08.2015","115,40","112,95","117,44","112,10","99,31M","0,66%"
"04.08.2015","114,64","117,42","117,70","113,25","124,14M","-3,21%"
"03.08.2015","118,44","121,50","122,57","117,52","69,98M","-2,36%"
"31.07.2015","121,30","122,60","122,64","120,91","42,88M","-0,87%"
"30.07.2015","122,37","122,32","122,57","121,71","33,63M","-0,50%"
"29.07.2015","122,99","123,15","123,50","122,27","37,01M","-0,32%"
"28.07.2015","123,38","123,38","123,91","122,55","33,62M","0,50%"
"27.07.2015","122,77","123,09","123,61","122,12","44,46M","-1,39%"
"24.07.2015","124,50","125,32","125,74","123,90","42,16M","-0,53%"
"23.07.2015","125,16","126,20","127,09","125,06","51,00M","-0,05%"
"22.07.2015","125,22","121,99","125,50","121,99","115,45M","-4,23%"
"21.07.2015","130,75","132,85","132,92","130,32","76,76M","-1,00%"
"20.07.2015","132,07","130,97","132,97","130,70","58,90M","1,89%"
"17.07.2015","129,62","129,08","129,62","128,31","46,16M","0,86%"
"16.07.2015","128,51","127,74","128,57","127,35","36,22M","1,33%"
"15.07.2015","126,82","125,72","127,15","125,58","33,65M","0,96%"
"14.07.2015","125,61","126,04","126,37","125,04","31,77M","-0,04%"
"13.07.2015","125,66","125,03","125,75","124,32","41,44M","1,93%"
"10.07.2015","123,28","121,94","123,85","121,21","61,35M","2,67%"
"09.07.2015","120,07","123,85","124,06","119,22","78,60M","-2,04%"
"08.07.2015","122,57","124,48","124,64","122,54","60,76M","-2,48%"
"07.07.2015","125,69","125,89","126,15","123,77","46,95M","-0,25%"
"06.07.2015","126,00","124,94","126,23","124,85","28,06M","-0,35%"
"02.07.2015","126,44","126,43","126,69","125,77","27,21M","-0,13%"
"01.07.2015","126,60","126,90","126,94","125,99","30,24M","0,94%"
"30.06.2015","125,42","125,57","126,12","124,86","44,37M","0,71%"
"29.06.2015","124,53","125,46","126,47","124,48","49,16M","-1,75%"
"26.06.2015","126,75","127,67","127,99","126,51","44,07M","-0,59%"
"25.06.2015","127,50","128,86","129,20","127,50","31,94M","-0,48%"
"24.06.2015","128,11","127,21","129,80","127,12","55,28M","0,85%"
"23.06.2015","127,03","127,48","127,61","126,88","30,27M","-0,45%"
"22.06.2015","127,61","127,49","128,06","127,08","34,04M","0,80%"
"19.06.2015","126,60","127,71","127,82","126,40","54,72M","-1,00%"
"18.06.2015","127,88","127,23","128,31","127,22","35,41M","0,46%"
"17.06.2015","127,30","127,72","127,88","126,74","32,92M","-0,24%"
"16.06.2015","127,60","127,03","127,85","126,37","31,49M","0,54%"
"15.06.2015","126,92","126,10","127,24","125,71","43,99M","-0,20%"
"12.06.2015","127,17","128,19","128,33","127,11","36,89M","-1,10%"
"11.06.2015","128,59","129,18","130,18","128,47","35,39M","-0,23%"
"10.06.2015","128,88","127,92","129,34","127,85","39,09M","1,15%"
"09.06.2015","127,42","126,70","128,08","125,62","56,08M","-0,30%"
"08.06.2015","127,80","128,90","129,21","126,83","52,67M","-0,66%"
"05.06.2015","128,65","129,50","129,69","128,36","35,63M","-0,55%"
"04.06.2015","129,36","129,58","130,58","128,91","38,45M","-0,58%"
"03.06.2015","130,12","130,66","130,94","129,90","30,98M","0,12%"
"02.06.2015","129,96","129,86","130,66","129,32","33,67M","-0,44%"
"01.06.2015","130,53","131,20","131,39","130,05","32,11M","0,19%"
"29.05.2015","130,28","131,23","131,45","129,90","50,88M","-1,14%"
"28.05.2015","131,78","131,86","131,95","131,10","30,73M","-0,20%"
"27.05.2015","132,04","130,34","132,26","130,05","45,83M","1,87%"
"26.05.2015","129,62","132,60","132,91","129,12","70,70M","-2,20%"
"22.05.2015","132,54","131,60","132,97","131,40","45,60M","0,88%"
"21.05.2015","131,39","130,07","131,63","129,83","39,73M","1,02%"
"20.05.2015","130,06","130,00","130,98","129,34","36,45M","-0,01%"
"19.05.2015","130,07","130,69","130,88","129,64","44,63M","-0,09%"
"18.05.2015","130,19","128,38","130,72","128,36","50,88M","1,10%"
"15.05.2015","128,77","129,07","129,49","128,21","38,21M","-0,14%"
"14.05.2015","128,95","127,41","128,95","127,16","45,20M","2,33%"
"13.05.2015","126,01","126,15","127,19","125,87","34,69M","0,12%"
"12.05.2015","125,86","125,60","126,88","124,82","48,16M","-0,36%"
"11.05.2015","126,32","127,39","127,56","125,62","42,04M","-1,02%"
"08.05.2015","127,62","126,68","127,62","126,11","55,55M","1,88%"
"07.05.2015","125,26","124,77","126,08","124,02","43,94M","0,20%"
"06.05.2015","125,01","126,56","126,75","123,36","72,14M","-0,63%"
"05.05.2015","125,80","128,15","128,45","125,78","49,27M","-2,25%"
"04.05.2015","128,70","129,50","130,57","128,26","50,99M","-0,19%"
"01.05.2015","128,95","126,10","130,13","125,30","58,51M","3,04%"
"30.04.2015","125,15","127,50","127,88","124,58","83,20M","-2,71%"
"29.04.2015","128,64","130,16","131,59","128,30","63,39M","-1,47%"
"28.04.2015","130,56","134,46","134,54","129,57","118,92M","-1,58%"
"27.04.2015","132,65","132,31","133,13","131,15","96,95M","1,82%"
